"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 23 13:26:30 GMT 2022","Fri Dec 23 13:26:45 GMT 2022","14645","tests","test_selene","","","","test_github",""
"passed","Fri Dec 23 13:26:30 GMT 2022","Fri Dec 23 13:26:30 GMT 2022","0","tests","test_labels","","","","test_dynamic_labels",""
"passed","Fri Dec 23 13:26:48 GMT 2022","Fri Dec 23 13:26:51 GMT 2022","3226","tests","test_steps","","","","test_decorator_tests",""
"passed","Fri Dec 23 13:26:45 GMT 2022","Fri Dec 23 13:26:48 GMT 2022","2916","tests","test_steps","","","","test_dynamic_steps",""
"passed","Fri Dec 23 13:26:30 GMT 2022","Fri Dec 23 13:26:30 GMT 2022","3","tests","test_attachments","","","","test_attachments",""
"passed","Fri Dec 23 13:26:30 GMT 2022","Fri Dec 23 13:26:30 GMT 2022","0","tests","test_labels","","","","test_decorator_labels",""
